Class,Sample_ID,397.7,400.3,402.9,405.5,408.1,410.8,413.4,416,418.6,421.2,423.9,426.5,429.1,431.7,434.4,437,439.6,442.3,444.9,447.5,450.2,452.8,455.4,458.1,460.7,463.3,466,468.6,471.3,473.9,476.5,479.2,481.8,484.5,487.1,489.8,492.4,495.1,497.7,500.4,503,505.7,508.3,511,513.6,516.3,519,521.6,524.3,526.9,529.6,532.2,534.9,537.6,540.2,542.9,545.6,548.2,550.9,553.6,556.2,558.9,561.6,564.3,566.9,569.6,572.3,575,577.6,580.3,583,585.7,588.4,591,593.7,596.4,599.1,601.8,604.5,607.2,609.8,612.5,615.2,617.9,620.6,623.3,626,628.7,631.4,634.1,636.8,639.5,642.2,644.9,647.6,650.3,653,655.7,658.4,661.1,663.8,666.5,669.2,671.9,674.7,677.4,680.1,682.8,685.5,688.2,690.9,693.7,696.4,699.1,701.8,704.5,707.3,710,712.7,715.4,718.2,720.9,723.6,726.3,729.1,731.8,734.5,737.3,740,742.7,745.5,748.2,750.9,753.7,756.4,759.2,761.9,764.6,767.4,770.1,772.9,775.6,778.3,781.1,783.8,786.6,789.3,792.1,794.8,797.6,800.3,803.1,805.9,808.6,811.4,814.1,816.9,819.6,822.4,825.2,827.9,830.7,833.5,836.2,839,841.8,844.5,847.3,850.1,852.8,855.6,858.4,861.2,863.9,866.7,869.5,872.2,875,877.8,880.6,883.4,886.2,888.9,891.7,894.5,897.3,900.1,902.9,905.7,908.4,911.2,914,916.8,919.6,922.4,925.2,928,930.8,933.6,936.4,939.2,942,944.8,947.6,950.4,953.2,956,958.8,961.6,964.4,967.2,970,972.8,975.7,978.5,981.3,984.1,986.9,989.7,992.5,995.4,998.2,1001,1003.8
1,F34.txt,0.12,0.12,0.12,0.11,0.1,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.1,0.11,0.12,0.14,0.15,0.17,0.19,0.2,0.22,0.24,0.25,0.27,0.28,0.3,0.31,0.31,0.32,0.32,0.33,0.33,0.34,0.33,0.33,0.32,0.32,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.35,0.34,0.35,0.35,0.35,0.34,0.34,0.34,0.35,0.34,0.35,0.36,0.35,0.35,0.35,0.35,0.35,0.36,0.35,0.35,0.35,0.35,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.36,0.36,0.35,0.35,0.36,0.36,0.36,0.37,0.36,0.34,0.36,0.38,0.36,0.36,0.36,0.37,0.4,0.39,0.37,0.35,0.35,0.36,0.36,0.34,0.35,0.37,0.37,0.35,0.34,0.35,0.37,0.35,0.35,0.36,0.37,0.35
1,F91.txt,0.13,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.12,0.13,0.14,0.15,0.17,0.18,0.2,0.21,0.22,0.24,0.26,0.27,0.27,0.29,0.3,0.31,0.31,0.32,0.32,0.33,0.33,0.33,0.33,0.32,0.32,0.33,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.34,0.34,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.34,0.35,0.35,0.35,0.34,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.37,0.38,0.36,0.35,0.36,0.36,0.36,0.37,0.35,0.35,0.36,0.36,0.35,0.34,0.34,0.35,0.33,0.34,0.36,0.35,0.35,0.35,0.34,0.32
1,F110.txt,0.13,0.14,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.12,0.13,0.14,0.15,0.17,0.18,0.19,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.29,0.3,0.3,0.31,0.31,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0.33,0.33,0.34,0.34,0.33,0.33,0.34,0.34,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.34,0.34,0.34,0.34,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.35,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.33,0.35,0.35,0.34,0.33,0.33,0.33,0.34,0.33,0.34,0.34,0.34,0.35,0.36,0.35,0.33
1,F30.txt,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.1,0.1,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.11,0.12,0.14,0.16,0.17,0.19,0.2,0.22,0.23,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.31,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.32,0.33,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0.33,0.33,0.33,0.34,0.34,0.33,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.34,0.34,0.34,0.33,0.34,0.33,0.33,0.33,0.34,0.34,0.33,0.33,0.34,0.34,0.33,0.33,0.34,0.33,0.33,0.33,0.34,0.33,0.33,0.33,0.33,0.34,0.34,0.34,0.33,0.31,0.32,0.34,0.36,0.38,0.36,0.35,0.32,0.32,0.33,0.34,0.34,0.32,0.33,0.34,0.32,0.32,0.32,0.32,0.34,0.34,0.33,0.33,0.34,0.35,0.35,0.33
1,F39.txt,0.11,0.11,0.1,0.1,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.11,0.11,0.12,0.14,0.15,0.16,0.18,0.19,0.21,0.22,0.23,0.24,0.25,0.26,0.28,0.29,0.29,0.3,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0.33,0.33,0.33,0.33,0.33,0.34,0.34,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.33,0.34,0.34,0.34,0.33,0.32,0.32,0.32,0.33,0.35,0.35,0.35,0.34,0.33,0.33,0.32,0.33,0.33,0.32,0.33,0.32,0.32,0.34,0.34,0.33,0.32,0.32,0.33,0.34,0.34,0.31,0.29
1,F53.txt,0.13,0.12,0.1,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.09,0.1,0.11,0.12,0.14,0.15,0.17,0.18,0.2,0.22,0.23,0.25,0.26,0.28,0.29,0.3,0.31,0.32,0.32,0.33,0.33,0.34,0.34,0.34,0.33,0.33,0.34,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.35,0.34,0.34,0.34,0.34,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.35,0.34,0.34,0.33,0.34,0.35,0.35,0.34,0.34,0.34,0.34,0.35,0.35,0.34,0.33,0.33,0.36,0.38,0.38,0.35,0.33,0.34,0.33,0.32,0.35,0.34,0.32,0.34,0.35,0.33,0.33,0.35,0.34,0.33,0.33,0.34,0.35,0.34,0.36,0.36,0.35
1,F73.txt,0.12,0.13,0.13,0.12,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.12,0.12,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.13,0.14,0.15,0.16,0.18,0.2,0.21,0.23,0.25,0.26,0.28,0.29,0.31,0.32,0.33,0.34,0.35,0.36,0.36,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.39,0.39,0.38,0.39,0.39,0.38,0.38,0.39,0.39,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.4,0.41,0.4,0.39,0.37,0.37,0.38,0.39,0.39,0.37,0.38,0.38,0.36,0.37,0.38,0.38,0.37,0.38,0.38,0.38,0.38,0.39,0.38,0.35
1,F88.txt,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.11,0.11,0.12,0.12,0.13,0.13,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.12,0.13,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.41,0.42,0.43,0.44,0.44,0.45,0.45,0.46,0.45,0.44,0.45,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.47,0.46,0.46,0.46,0.46,0.46,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.47,0.46,0.46,0.47,0.47,0.46,0.46,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.45,0.47,0.46,0.45,0.45,0.45,0.46,0.46,0.45,0.45,0.43,0.42,0.43,0.45,0.45,0.45,0.44,0.43,0.43,0.44,0.44,0.43,0.43,0.42,0.44,0.43,0.42,0.43,0.44,0.44,0.43,0.44,0.44,0.45,0.47,0.44,0.39
1,F100.txt,0.12,0.12,0.11,0.11,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.11,0.11,0.11,0.12,0.12,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.12,0.13,0.14,0.16,0.17,0.19,0.2,0.21,0.23,0.23,0.25,0.26,0.26,0.27,0.28,0.29,0.29,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.3,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.31,0.32,0.31,0.31,0.31,0.3,0.31,0.32,0.32,0.3,0.3,0.29,0.32,0.36,0.36,0.34,0.32,0.31,0.32,0.33,0.31,0.3,0.3,0.31,0.33,0.31,0.3,0.3,0.3,0.32,0.32,0.32,0.32,0.32,0.31,0.29,0.27
1,F103.txt,0.13,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.11,0.11,0.12,0.12,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.12,0.13,0.15,0.17,0.19,0.21,0.23,0.24,0.26,0.28,0.29,0.31,0.32,0.33,0.34,0.35,0.36,0.36,0.37,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.39,0.39,0.4,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.39,0.38,0.37,0.37,0.37,0.37,0.37,0.36,0.37,0.38,0.37,0.37,0.38,0.38,0.38,0.37,0.38,0.37,0.35
1,F104.txt,0.11,0.11,0.11,0.11,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.1,0.1,0.1,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.11,0.12,0.13,0.15,0.17,0.18,0.2,0.22,0.24,0.26,0.28,0.29,0.31,0.32,0.34,0.35,0.36,0.37,0.37,0.38,0.38,0.39,0.39,0.39,0.38,0.38,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.37,0.38,0.38,0.39,0.4,0.38,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.36,0.37,0.38,0.38,0.37,0.38,0.38,0.38,0.37,0.38,0.37
1,F123.txt,0.15,0.15,0.13,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.17,0.18,0.18,0.19,0.2,0.2,0.21,0.21,0.22,0.22,0.23,0.24,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.29,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29,0.3,0.29,0.29,0.29,0.3,0.3,0.31,0.32,0.31,0.31,0.32,0.33,0.33,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.32,0.32,0.31,0.31,0.33,0.33,0.32,0.31,0.3,0.3
1,F24.txt,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.17,0.18,0.19,0.19,0.2,0.21,0.22,0.22,0.23,0.24,0.24,0.24,0.25,0.26,0.26,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0.28,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.31,0.3,0.3,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.32,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.34,0.35,0.35,0.36,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35,0.36,0.35,0.35,0.35,0.34,0.34,0.35,0.35,0.34
1,F26.txt,0.14,0.14,0.12,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.17,0.18,0.18,0.19,0.19,0.2,0.21,0.21,0.21,0.22,0.22,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0.28,0.27,0.27,0.27,0.28,0.28,0.27,0.27,0.28,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.29,0.29,0.28,0.28,0.29,0.28,0.28,0.29,0.28,0.28,0.29,0.29,0.29,0.3,0.29,0.29,0.31,0.33,0.35,0.35,0.35,0.33,0.29,0.32,0.33,0.32,0.33,0.33,0.31,0.3,0.3,0.3,0.31,0.33,0.33,0.33,0.31,0.33,0.32,0.3,0.31,0.31,0.31
